team,date,AB,RS,H,HR,TB,BB,SF
FLO,20080704,48,13,22,2,35,8,0
FLO,20080705,40,4,11,1,18,4,0
FLO,20080706,38,6,14,1,22,4,0
FLO,20080707,33,2,7,1,12,4,0
FLO,20080708,32,1,6,1,9,2,0
FLO,20080709,33,3,8,2,14,4,0
FLO,20080710,44,5,13,2,23,4,0
FLO,20080711,31,2,6,2,12,5,0
FLO,20080712,43,4,10,1,16,1,0
FLO,20080713,32,1,5,0,7,0,0
FLO,20080718,31,2,5,0,5,1,0
FLO,20080719,35,6,14,3,28,9,0
FLO,20080720,36,3,7,2,13,3,0
FLO,20080721,28,0,2,0,2,1,0
FLO,20080722,28,2,4,1,7,6,0
FLO,20080723,35,2,7,1,13,3,0
FLO,20080724,36,1,8,1,12,5,0
FLO,20080725,32,3,6,1,13,7,0
FLO,20080726,44,3,8,2,17,5,0
FLO,20080727,35,3,9,3,18,4,0
FLO,20080728,37,7,14,1,21,2,0
FLO,20080729,32,1,6,0,8,5,0
FLO,20080730,34,6,11,1,22,2,0
FLO,20080731,35,12,12,2,20,10,0
FLO,20080801,30,1,4,0,5,4,0
FLO,20080802,32,4,7,1,16,7,0
FLO,20080803,37,1,9,1,12,3,0
FLO,20080805,39,6,13,0,15,9,0
FLO,20080806,32,0,5,0,6,5,0
FLO,20080807,35,3,9,0,12,3,0
FLO,20080808,29,0,2,0,4,3,0
FLO,20080809,37,4,12,2,23,2,0
FLO,20080810,37,7,11,2,20,5,0
FLO,20080811,31,2,8,1,12,3,0
FLO,20080812,31,2,9,1,14,1,0
FLO,20080813,34,4,8,0,9,4,0
FLO,20080814,29,0,4,0,4,5,0
FLO,20080815,33,3,4,1,10,8,0
FLO,20080816,27,2,4,1,9,6,0
FLO,20080817,33,2,6,0,11,3,0
FLO,20080819,39,6,10,1,16,6,0
FLO,20080820,35,2,8,2,15,4,0
FLO,20080821,32,2,8,1,13,5,0
FLO,20080822,38,3,8,1,14,3,0
FLO,20080823,30,1,3,1,6,0,0
FLO,20080824,38,5,11,1,20,0,0
FLO,20080826,38,7,12,2,23,7,0
FLO,20080827,33,4,9,1,16,2,0
FLO,20080828,28,2,4,0,7,4,0
FLO,20080829,34,3,8,1,14,6,0
FLO,20080830,33,4,9,1,13,9,0
FLO,20080831,36,1,10,0,12,3,0
FLO,20080901,31,2,6,1,11,6,0
FLO,20080902,45,12,15,2,27,7,0
FLO,20080903,31,5,7,1,11,5,0
FLO,20080905,41,4,9,1,13,2,0
FLO,20080906,32,2,5,2,13,2,0
FLO,20080907,33,1,7,1,11,1,0
FLO,20080908,34,3,9,2,17,5,0
FLO,20080909,39,6,13,3,24,3,0
FLO,20080910,38,5,12,1,20,3,0
FLO,20080912,30,2,4,1,7,3,0
FLO,20080913,30,2,5,2,11,3,0
FLO,20080914,32,7,9,0,13,7,0
FLO,20080916,33,3,9,1,17,3,0
FLO,20080917,42,11,18,3,29,8,0
FLO,20080918,39,8,14,0,18,6,0
FLO,20080919,37,10,14,3,25,3,0
FLO,20080920,34,2,7,0,9,5,0
FLO,20080921,37,2,10,0,14,5,0
FLO,20080922,36,5,9,2,16,3,0
FLO,20080923,34,4,9,2,16,2,0
FLO,20080924,43,9,18,2,29,7,0
FLO,20080926,38,6,11,1,15,5,0
FLO,20080927,30,0,3,0,4,3,0
FLO,20080928,35,4,8,2,15,4,0
FLO,20090406,38,6,11,3,24,4,0
FLO,20090407,33,6,9,2,20,5,0
FLO,20090408,32,6,10,0,11,5,0
FLO,20090410,38,5,11,2,17,3,0
FLO,20090411,37,3,11,0,12,3,0
FLO,20090412,29,2,3,0,4,1,0
FLO,20090414,37,5,10,0,11,2,0
FLO,20090415,40,10,12,0,14,10,0
FLO,20090416,36,3,9,1,17,3,0
FLO,20090417,39,3,10,2,18,4,0
FLO,20090418,47,5,11,3,22,3,0
FLO,20090419,34,7,9,1,17,10,0
FLO,20090420,28,0,2,0,2,1,0
FLO,20090421,30,2,6,1,10,4,0
FLO,20090422,36,4,10,0,13,1,0
FLO,20090424,33,1,9,1,15,8,0
FLO,20090425,38,2,8,2,16,5,0
FLO,20090426,36,1,8,0,9,1,0
FLO,20090427,31,1,2,0,2,7,0
FLO,20090428,35,4,8,2,14,4,0
FLO,20090429,34,3,7,1,14,5,0
FLO,20090430,38,6,10,1,16,6,0
FLO,20090501,35,6,8,0,10,10,0
FLO,20090502,34,1,5,1,8,0,0
FLO,20090503,34,3,7,1,12,3,0
FLO,20090504,53,2,14,1,19,6,0
FLO,20090505,28,0,3,0,5,5,0
FLO,20090506,37,3,10,1,16,3,0
FLO,20090507,30,2,4,2,10,3,0
FLO,20090508,43,7,16,2,22,2,0
FLO,20090509,32,3,6,0,9,2,0
FLO,20090510,32,1,5,0,7,4,0
FLO,20090512,32,3,6,0,7,3,0
FLO,20090513,38,4,11,2,19,2,0
FLO,20090514,32,3,6,1,11,1,0
FLO,20090515,34,3,7,1,14,7,0
FLO,20090516,33,5,8,1,12,5,0
FLO,20090517,31,1,4,1,9,5,0
FLO,20090519,37,3,12,1,16,1,0
FLO,20090520,88,12,24,3,37,15,0
FLO,20090521,35,3,7,1,11,2,0
FLO,20090522,34,2,8,1,12,0,0
FLO,20090523,34,3,7,1,10,4,0
FLO,20090524,45,5,17,1,22,5,0
FLO,20090525,38,3,11,1,15,3,0
FLO,20090526,34,1,6,0,7,5,0
FLO,20090527,35,4,10,2,19,2,0
FLO,20090529,38,0,6,0,9,3,0
FLO,20090530,38,4,11,1,20,3,0
FLO,20090531,32,2,6,0,8,4,0
FLO,20090601,36,7,11,0,12,7,0
FLO,20090602,39,6,15,2,21,4,0
FLO,20090603,36,5,9,2,15,2,0
FLO,20090604,29,2,7,1,12,2,0
FLO,20090605,33,0,6,0,6,7,0
FLO,20090606,33,5,9,0,14,3,0
FLO,20090607,31,1,5,1,8,4,0
FLO,20090608,32,1,9,1,14,7,0
FLO,20090609,30,4,7,1,12,2,0
FLO,20090610,37,4,11,1,15,4,0
FLO,20090611,39,4,14,2,21,0,0
FLO,20090612,39,3,13,1,19,4,0
FLO,20090613,37,4,11,2,22,2,0
FLO,20090614,44,8,18,2,26,4,0
FLO,20090616,32,2,7,0,10,1,0
FLO,20090617,33,1,6,0,8,6,0
FLO,20090618,23,2,8,2,14,0,0
FLO,20090619,31,1,3,1,8,0,0
FLO,20090620,29,2,5,1,8,3,0
FLO,20090621,33,5,9,2,17,2,0
FLO,20090623,47,4,14,2,22,2,0
FLO,20090624,34,4,11,0,15,3,0
FLO,20090625,40,6,17,3,29,1,0
FLO,20090626,38,3,11,1,18,3,0
FLO,20090627,34,2,6,1,10,2,0
FLO,20090628,30,2,4,0,4,7,0
FLO,20090629,31,3,8,0,13,3,0
FLO,20090630,30,6,10,1,15,2,0
FLO,20090701,33,4,10,1,15,2,0
FLO,20090703,32,3,6,1,12,5,0
FLO,20090704,30,4,9,1,15,5,0
FLO,20090705,34,5,10,0,14,2,0
FLO,20090706,34,3,9,0,12,4,0
FLO,20090707,30,0,4,0,4,1,0
FLO,20090708,36,4,11,1,17,5,0
FLO,20090709,46,9,17,3,33,5,0
FLO,20090710,31,0,4,0,5,1,0
FLO,20090711,32,1,8,0,9,1,0
FLO,20090712,39,7,11,1,17,5,0
FLO,20090716,28,0,1,0,1,1,0
FLO,20090717,47,5,12,1,16,7,0
FLO,20090719,38,0,8,0,11,2,0
FLO,20090720,34,3,8,1,11,4,0
FLO,20090721,38,2,12,0,14,2,0
FLO,20090722,36,3,8,2,15,2,0
FLO,20090724,40,6,14,1,18,7,0
FLO,20090725,33,3,6,0,7,2,0
FLO,20090726,37,8,11,1,21,6,0
FLO,20090728,33,3,10,1,16,3,0
FLO,20090729,33,4,8,3,19,6,0
FLO,20090730,38,3,9,1,14,2,0
FLO,20090731,31,5,7,1,12,7,0
FLO,20090801,42,7,13,1,21,11,0
FLO,20090802,30,3,7,3,17,4,0
FLO,20090804,35,4,11,2,20,7,0
FLO,20090805,36,4,10,1,15,3,0
FLO,20090806,39,4,11,1,18,5,0
FLO,20090807,37,3,10,2,19,2,0
FLO,20090808,34,4,10,2,16,6,0
FLO,20090809,47,11,19,1,25,5,0
FLO,20090810,33,5,10,0,12,7,0
FLO,20090811,43,8,14,0,19,8,0
FLO,20090812,40,3,13,1,17,1,0
FLO,20090813,35,7,11,2,18,2,0
FLO,20090814,34,2,10,1,16,5,0
FLO,20090816,81,10,30,2,39,9,0
FLO,20090818,37,5,11,3,21,3,0
FLO,20090819,37,3,11,0,14,10,0
FLO,20090820,30,0,4,0,4,2,0
FLO,20090821,36,4,10,2,17,2,0
FLO,20090822,29,3,4,0,6,3,0
FLO,20090823,36,5,11,0,14,2,0
FLO,20090825,31,1,7,0,8,4,0
FLO,20090826,35,3,11,1,18,6,0
FLO,20090827,32,3,8,3,18,3,0
FLO,20090828,37,5,14,0,19,3,0
FLO,20090829,36,1,6,1,10,3,0
FLO,20090830,30,6,6,0,7,8,0
FLO,20090831,33,1,8,0,11,1,0
FLO,20090901,32,3,8,1,14,4,0
FLO,20090902,39,6,13,2,23,3,0
FLO,20090903,37,8,13,0,20,7,0
FLO,20090904,40,6,13,2,22,5,0
FLO,20090905,39,7,13,2,23,7,0
FLO,20090906,36,4,10,1,16,4,0
FLO,20090908,32,2,7,2,15,6,0
FLO,20090909,35,3,8,2,16,3,0
FLO,20090910,44,12,16,1,22,7,0
FLO,20090911,30,2,5,2,12,7,0
FLO,20090912,33,6,9,3,22,8,0
FLO,20090913,34,2,10,0,10,2,0
FLO,20090914,37,5,11,1,17,4,0
FLO,20090915,33,1,7,1,10,1,0
FLO,20090916,38,3,12,0,13,3,0
FLO,20090917,34,2,8,0,11,2,0
FLO,20090918,34,4,9,0,11,3,0
FLO,20090919,31,2,6,2,14,1,0
FLO,20090920,30,1,5,0,6,2,0
FLO,20090922,66,6,15,2,24,8,0
FLO,20090923,39,7,13,2,22,3,0
FLO,20090925,35,3,8,1,13,5,0
FLO,20090926,33,6,9,1,16,7,0
FLO,20090927,32,0,8,0,9,3,0
FLO,20090928,32,0,5,0,6,2,0
FLO,20090929,36,4,11,2,21,5,0
FLO,20090930,39,4,11,1,14,2,0
FLO,20091002,41,6,14,0,17,4,0
FLO,20091003,32,3,6,0,11,4,0
FLO,20091004,38,4,11,0,13,7,0
FLO,20100405,33,1,6,0,8,2,0
FLO,20100407,47,7,17,3,28,3,0
FLO,20100408,35,3,9,0,13,4,0
FLO,20100409,35,3,7,0,9,3,0
FLO,20100410,35,4,10,1,15,5,0
FLO,20100411,32,4,5,1,9,5,0
FLO,20100412,43,5,13,0,17,4,0
FLO,20100413,44,6,11,1,17,4,0
FLO,20100414,32,5,9,2,17,7,0
FLO,20100415,40,9,15,1,24,5,0
FLO,20100416,40,5,14,1,19,0,0
FLO,20100417,32,3,6,1,9,3,0
FLO,20100418,35,2,8,1,14,0,0
FLO,20100420,36,5,10,1,14,0,0
FLO,20100421,31,2,5,0,7,2,0
FLO,20100422,32,5,6,0,8,4,0
FLO,20100424,67,4,15,2,23,5,0
FLO,20100425,34,4,8,0,11,6,0
FLO,20100426,36,9,12,2,20,7,0
FLO,20100427,31,1,6,0,6,3,0
FLO,20100428,35,3,10,1,13,2,0
FLO,20100430,37,1,10,0,10,6,0
FLO,20100501,34,5,10,2,20,2,0
FLO,20100502,35,7,13,2,24,7,0
FLO,20100504,46,2,9,2,15,3,0
FLO,20100505,35,1,9,0,10,2,0
FLO,20100506,31,2,5,0,7,5,0
FLO,20100507,33,3,7,1,13,4,0
FLO,20100508,35,3,7,1,12,2,0
FLO,20100509,34,1,7,1,10,2,0
FLO,20100510,36,2,7,1,11,2,0
FLO,20100511,32,2,4,2,10,1,0
FLO,20100512,36,3,10,0,10,4,0
FLO,20100513,30,2,7,0,8,3,0
FLO,20100514,35,5,11,4,24,3,0
FLO,20100515,35,6,12,0,16,5,0
FLO,20100516,33,7,10,2,18,7,0
FLO,20100517,31,1,6,0,8,3,0
FLO,20100518,35,6,12,2,20,8,0
FLO,20100519,39,3,12,2,21,5,0
FLO,20100520,32,1,6,0,7,4,0
FLO,20100521,29,0,3,0,5,3,0
FLO,20100522,34,1,7,0,7,3,0
FLO,20100523,45,11,18,5,38,6,0
FLO,20100525,34,6,10,1,15,2,0
FLO,20100526,32,3,8,1,12,6,0
FLO,20100527,38,2,10,0,12,4,0
FLO,20100528,33,0,7,0,7,1,0
FLO,20100529,27,0,0,0,0,0,0
FLO,20100530,30,1,6,0,8,3,0
FLO,20100531,38,9,13,1,22,4,0
FLO,20100601,33,6,10,1,20,4,0
FLO,20100602,36,3,7,0,9,5,0
FLO,20100603,35,2,12,0,16,1,0
FLO,20100604,35,1,9,0,12,4,0
FLO,20100605,33,1,7,0,9,2,0
FLO,20100606,37,3,10,2,17,5,0
FLO,20100608,43,7,13,2,25,2,0
FLO,20100610,34,1,7,1,10,1,0
FLO,20100611,42,9,15,2,28,5,0
FLO,20100612,35,3,10,1,19,2,0
FLO,20100613,35,4,10,2,18,7,0
FLO,20100615,28,1,3,1,6,8,0
FLO,20100616,30,3,4,0,5,4,0
FLO,20100617,34,3,9,0,11,4,0
FLO,20100618,35,4,11,1,17,4,0
FLO,20100619,43,7,9,2,17,7,0
FLO,20100620,32,2,7,1,13,2,0
FLO,20100622,41,9,14,0,16,5,0
FLO,20100623,38,5,12,2,22,2,0
FLO,20100624,40,5,11,0,14,3,0
FLO,20100625,33,0,7,0,8,5,0
FLO,20100626,34,0,8,0,8,1,0
FLO,20100627,33,2,9,0,11,5,0
FLO,20100628,34,8,9,3,21,2,0
FLO,20100629,39,3,13,2,22,2,0
FLO,20100630,43,5,17,0,20,2,0
FLO,20100702,39,3,9,2,15,2,0
FLO,20100703,33,1,7,0,7,4,0
FLO,20100704,34,3,7,1,10,1,0
FLO,20100705,38,5,10,0,11,2,0
FLO,20100706,36,2,10,1,13,1,0
FLO,20100707,36,2,7,1,12,1,0
FLO,20100708,34,2,6,1,14,1,0
FLO,20100709,37,3,11,0,14,3,0
FLO,20100710,35,4,9,1,14,2,0
FLO,20100711,30,2,5,0,6,1,0
FLO,20100716,30,0,4,0,4,5,0
FLO,20100717,28,2,4,0,5,2,0
FLO,20100718,31,1,6,0,9,4,0
FLO,20100719,39,6,11,2,17,3,0
FLO,20100720,29,0,3,0,3,1,0
FLO,20100721,31,3,7,1,13,4,0
FLO,20100722,30,3,6,1,12,5,0
FLO,20100723,35,6,8,2,15,7,0
FLO,20100724,37,4,11,2,18,3,0
FLO,20100725,39,5,11,0,15,3,0
FLO,20100726,38,3,11,2,20,2,0
FLO,20100727,29,3,5,3,14,3,0
FLO,20100728,42,5,11,3,24,2,0
FLO,20100729,34,3,8,0,11,5,0
FLO,20100730,32,3,5,2,12,2,0
FLO,20100731,34,5,7,2,14,6,0
FLO,20100801,37,4,8,1,13,4,0
FLO,20100803,34,1,8,1,13,1,0
FLO,20100804,36,2,10,1,15,1,0
FLO,20100805,37,3,7,0,10,8,0
FLO,20100806,28,0,2,0,2,3,0
FLO,20100807,37,5,9,3,19,0,0
FLO,20100810,36,7,11,1,21,7,0
FLO,20100811,39,8,13,2,22,5,0
FLO,20100812,35,4,10,1,14,7,0
FLO,20100813,36,2,11,2,22,3,0
FLO,20100814,33,3,8,2,16,7,0
FLO,20100815,34,0,7,0,9,2,0
FLO,20100816,30,1,5,0,6,4,0
FLO,20100817,36,5,10,0,13,4,0
FLO,20100818,32,2,5,1,10,2,0
FLO,20100819,34,2,8,1,12,4,0
FLO,20100820,34,8,12,2,21,2,0
FLO,20100821,35,6,9,0,15,4,0
FLO,20100822,31,1,6,1,9,2,0
FLO,20100824,38,1,11,1,16,0,0
FLO,20100825,40,3,13,0,18,1,0
FLO,20100826,38,7,11,1,18,5,0
FLO,20100827,36,6,10,4,24,3,0
FLO,20100828,36,2,9,0,14,2,0
FLO,20100829,37,4,9,1,16,5,0
FLO,20100830,33,2,8,2,15,5,0
FLO,20100831,30,1,3,0,4,2,0
FLO,20100901,39,15,15,3,29,6,0
FLO,20100903,30,5,7,0,15,8,0
FLO,20100904,30,0,4,0,4,3,0
FLO,20100905,39,5,13,1,26,1,0
FLO,20100906,75,9,20,5,38,6,0
FLO,20100907,39,7,10,1,21,5,0
FLO,20100908,37,4,9,1,16,4,0
FLO,20100910,37,2,12,1,17,3,0
FLO,20100911,37,4,8,0,11,2,0
FLO,20100912,39,5,11,2,18,7,0
FLO,20100913,35,3,8,2,17,4,0
FLO,20100914,33,1,6,0,6,5,0
FLO,20100915,39,4,12,1,17,4,0
FLO,20100917,32,0,5,0,7,7,0
FLO,20100918,33,3,7,0,10,5,0
FLO,20100919,30,2,3,2,9,8,0
FLO,20100920,28,1,6,1,10,3,0
FLO,20100921,34,3,9,1,15,0,0
FLO,20100922,34,6,9,0,12,8,0
FLO,20100923,36,3,8,0,8,3,0
FLO,20100924,33,1,6,0,9,5,0
FLO,20100925,38,4,10,1,17,1,0
FLO,20100926,28,0,5,0,5,3,0
FLO,20100927,38,1,6,0,8,1,0
FLO,20100928,35,2,9,1,13,5,0
FLO,20100929,36,1,9,0,9,2,0
FLO,20100930,41,8,13,1,22,3,0
FLO,20101001,34,1,6,0,9,2,0
FLO,20101002,30,1,5,0,6,2,0
FLO,20101003,31,3,8,1,15,6,0
FLO,20110401,33,3,10,2,19,4,0
FLO,20110402,40,4,9,0,11,3,0
FLO,20110403,39,1,11,0,14,4,0
FLO,20110405,39,2,8,1,15,4,0
FLO,20110406,33,3,10,0,16,8,0
FLO,20110407,42,3,9,0,11,2,0
FLO,20110408,38,3,14,1,20,1,0
FLO,20110409,37,6,10,1,19,2,0
FLO,20110410,30,1,4,0,6,6,0
FLO,20110412,30,0,5,0,7,4,0
FLO,20110413,32,5,8,1,12,3,0
FLO,20110414,41,6,13,1,18,4,0
FLO,20110415,33,4,7,1,12,2,0
FLO,20110417,34,1,8,0,10,4,0
FLO,20110419,32,6,9,0,12,4,0
FLO,20110420,34,6,11,0,12,3,0
FLO,20110421,32,3,9,3,21,5,0
FLO,20110422,32,2,9,2,16,4,0
FLO,20110423,34,0,7,0,10,1,0
FLO,20110424,28,4,3,1,8,6,0
FLO,20110425,35,5,8,2,15,4,0
FLO,20110426,29,4,6,1,10,3,0
FLO,20110427,37,4,7,0,8,3,0
FLO,20110429,36,4,11,1,19,3,0
FLO,20110430,34,3,5,0,6,8,0
FLO,20110501,37,5,11,5,26,3,0
FLO,20110502,38,2,10,2,19,3,0
FLO,20110503,36,4,9,0,9,5,0
FLO,20110504,39,5,12,1,19,6,0
FLO,20110505,31,3,7,0,8,3,0
FLO,20110506,35,1,7,0,8,2,0
FLO,20110507,28,1,2,1,5,4,0
FLO,20110508,35,6,13,1,20,6,0
FLO,20110509,34,4,11,1,15,4,0
FLO,20110510,29,1,5,0,6,2,0
FLO,20110511,34,2,8,1,11,1,0
FLO,20110513,45,5,12,4,27,2,0
FLO,20110514,31,1,6,1,10,3,0
FLO,20110515,34,3,8,0,13,4,0
FLO,20110516,42,2,9,1,12,5,0
FLO,20110518,36,5,10,1,15,6,0
FLO,20110519,36,1,8,1,12,5,0
FLO,20110520,32,3,9,2,17,2,0
FLO,20110521,30,4,6,2,13,2,0
FLO,20110522,31,0,3,0,3,1,0
FLO,20110524,35,5,9,1,14,6,0
FLO,20110525,48,6,14,0,17,7,0
FLO,20110526,36,1,10,0,12,1,0
FLO,20110527,31,2,7,0,7,5,0
FLO,20110528,37,5,14,0,19,4,0
FLO,20110529,29,0,2,0,3,1,0
FLO,20110530,35,2,9,1,12,5,0
FLO,20110531,35,5,7,2,14,4,0
FLO,20110601,37,4,11,2,22,0,0
FLO,20110603,37,4,10,2,20,6,0
FLO,20110604,36,1,8,0,8,2,0
FLO,20110605,41,2,9,1,13,8,0
FLO,20110606,36,2,9,0,12,1,0
FLO,20110607,30,0,4,0,5,7,0
FLO,20110608,35,2,5,0,7,5,0
FLO,20110609,34,2,7,1,12,1,0
FLO,20110610,36,4,13,3,26,4,0
FLO,20110611,37,4,10,3,23,1,0
FLO,20110612,39,0,10,0,14,3,0
FLO,20110613,41,9,16,0,21,5,0
FLO,20110614,34,1,6,0,6,1,0
FLO,20110615,69,5,12,2,21,6,0
FLO,20110616,28,0,2,0,2,2,0
FLO,20110617,34,1,8,1,12,2,0
FLO,20110618,35,3,5,0,7,5,0
FLO,20110619,32,0,4,0,6,0,0
FLO,20110620,33,0,5,0,5,1,0
FLO,20110621,34,4,12,1,16,2,0
FLO,20110622,41,5,12,0,15,2,0
FLO,20110624,30,1,2,0,2,5,0
FLO,20110625,33,1,9,0,11,2,0
FLO,20110626,37,1,9,0,11,1,0
FLO,20110628,28,0,1,0,1,3,0
FLO,20110629,33,2,5,2,12,3,0
FLO,20110630,36,5,10,0,13,3,0
FLO,20110701,38,5,9,1,15,2,0
FLO,20110702,40,4,13,3,24,3,0
FLO,20110703,35,6,9,0,12,3,0
FLO,20110704,30,0,2,0,2,3,0
FLO,20110705,37,1,10,1,18,2,0
FLO,20110706,40,6,14,2,23,3,0
FLO,20110707,31,4,8,1,13,8,0
FLO,20110708,33,4,10,1,15,5,0
FLO,20110709,31,6,7,1,13,5,0
FLO,20110710,30,3,7,1,11,6,0
FLO,20110714,34,5,9,0,10,9,0
FLO,20110715,33,1,6,0,7,1,0
FLO,20110716,41,8,14,3,27,4,0
FLO,20110717,38,6,12,2,19,7,0
FLO,20110718,33,4,7,0,8,2,0
FLO,20110719,32,0,6,0,6,3,0
FLO,20110720,35,3,9,1,15,8,0
FLO,20110721,35,3,7,0,9,0,0
FLO,20110722,33,5,7,2,13,7,0
FLO,20110723,34,6,11,3,23,3,0
FLO,20110724,34,5,10,2,17,4,0
FLO,20110726,39,10,13,3,26,5,0
FLO,20110727,39,6,14,3,24,5,0
FLO,20110728,34,3,9,1,14,6,0
FLO,20110729,29,0,3,0,5,3,0
FLO,20110730,32,1,7,0,9,2,0
FLO,20110731,32,3,7,1,12,4,0
FLO,20110801,41,2,11,1,16,3,0
FLO,20110802,35,2,7,2,14,4,0
FLO,20110804,39,4,14,0,19,4,0
FLO,20110805,36,2,9,0,11,5,0
FLO,20110806,31,1,6,0,6,6,0
FLO,20110807,36,3,9,1,15,4,0
FLO,20110808,33,4,8,2,15,5,0
FLO,20110809,35,1,4,1,8,7,0
FLO,20110810,32,1,6,1,9,4,0
FLO,20110812,30,2,7,0,10,3,0
FLO,20110813,30,0,3,0,3,5,0
FLO,20110814,32,2,5,1,9,3,0
FLO,20110815,35,2,9,2,18,1,0
FLO,20110816,37,6,11,1,19,4,0
FLO,20110817,36,3,11,2,21,0,0
FLO,20110818,33,1,6,1,11,2,0
FLO,20110819,35,3,8,0,13,7,0
FLO,20110820,31,1,4,1,7,6,0
FLO,20110821,34,2,7,2,14,2,0
FLO,20110823,37,3,8,1,12,6,0
FLO,20110824,67,7,17,2,30,1,0
FLO,20110826,41,3,14,1,23,1,0
FLO,20110829,71,2,15,2,23,5,0
FLO,20110830,39,6,11,1,15,5,0
FLO,20110831,36,2,9,0,13,3,0
FLO,20110901,35,4,10,0,13,4,0
FLO,20110902,35,3,9,1,16,2,0
FLO,20110903,31,5,7,5,22,5,0
FLO,20110904,57,5,16,0,20,13,0
FLO,20110905,38,9,15,1,23,4,0
FLO,20110906,45,4,9,0,12,11,0
FLO,20110907,32,0,5,0,6,4,0
FLO,20110909,49,9,22,3,35,1,0
FLO,20110910,32,2,7,0,7,5,0
FLO,20110911,33,4,5,0,7,7,0
FLO,20110912,50,4,13,0,17,5,0
FLO,20110913,33,1,7,0,8,4,0
FLO,20110914,31,1,4,1,7,2,0
FLO,20110915,68,2,13,2,21,5,0
FLO,20110916,35,3,10,0,12,5,0
FLO,20110917,49,2,10,1,15,0,0
FLO,20110918,33,2,6,2,12,0,0
FLO,20110919,36,4,10,4,25,2,0
FLO,20110920,31,0,5,0,5,2,0
FLO,20110921,32,3,8,2,17,2,0
FLO,20110923,34,1,7,0,11,0,0
FLO,20110924,38,3,11,2,18,7,0
FLO,20110925,34,5,9,2,19,6,0
FLO,20110926,36,4,10,1,16,2,0
FLO,20110927,31,2,5,1,11,3,0
FLO,20110928,29,1,3,0,4,3,0
HOU,20000404,30,5,5,1,9,6,0
HOU,20000405,36,11,10,1,17,6,1
HOU,20000406,29,1,2,0,4,3,0
HOU,20000407,30,1,5,1,8,2,0
HOU,20000408,34,8,11,2,22,3,1
HOU,20000409,27,2,5,0,6,7,2
HOU,20000410,32,7,7,4,20,4,0
HOU,20000411,33,6,8,2,17,3,0
HOU,20000412,32,7,9,3,21,5,0
HOU,20000414,35,10,11,3,21,8,1
HOU,20000415,32,3,7,1,11,3,0
HOU,20000416,36,3,8,0,9,3,0
HOU,20000418,31,3,5,1,9,5,0
HOU,20000419,41,10,14,0,16,8,1
HOU,20000421,31,2,6,1,10,7,1
HOU,20000422,35,6,6,2,15,9,0
HOU,20000423,33,10,10,3,21,5,1
HOU,20000425,36,9,16,1,24,4,0
HOU,20000426,34,8,11,3,22,10,1
HOU,20000427,35,3,5,1,9,1,0
HOU,20000428,31,7,8,3,18,11,1
HOU,20000429,30,10,5,0,8,16,2
HOU,20000430,31,3,7,1,10,8,0
HOU,20000501,36,5,11,1,17,7,1
HOU,20000502,30,1,4,1,8,6,0
HOU,20000503,36,3,8,1,12,4,0
HOU,20000504,34,6,9,1,14,8,1
HOU,20000505,32,2,4,2,10,1,0
HOU,20000506,36,6,12,1,18,5,0
HOU,20000507,46,14,17,3,27,12,0
HOU,20000508,30,1,3,1,6,4,0
HOU,20000509,34,13,11,1,18,10,0
HOU,20000510,29,5,7,2,18,6,0
HOU,20000512,40,3,9,0,11,7,1
HOU,20000513,33,7,10,3,22,7,0
HOU,20000514,35,10,13,1,19,7,0
HOU,20000515,29,3,4,2,11,7,0
HOU,20000516,58,5,14,2,23,6,0
HOU,20000519,34,2,8,1,11,7,1
HOU,20000520,40,7,10,2,19,4,0
HOU,20000521,34,3,7,2,13,1,0
HOU,20000522,78,10,20,2,33,10,1
HOU,20000523,36,8,13,2,22,4,0
HOU,20000524,32,7,9,3,21,6,1
HOU,20000525,32,8,11,4,24,2,1
HOU,20000526,38,4,10,1,17,6,0
HOU,20000527,35,5,10,2,17,7,0
HOU,20000528,29,3,5,2,13,4,0
HOU,20000529,39,7,12,2,22,6,1
HOU,20000530,35,7,12,1,18,4,0
HOU,20000531,40,6,14,1,17,1,0
HOU,20000602,36,4,10,0,11,3,0
HOU,20000603,34,6,10,1,16,5,0
HOU,20000604,30,3,5,2,12,4,0
HOU,20000605,34,8,11,2,21,2,1
HOU,20000606,32,1,6,0,8,3,0
HOU,20000607,32,0,6,0,8,2,0
HOU,20000608,31,2,6,2,12,4,0
HOU,20000609,34,7,10,1,14,6,1
HOU,20000610,36,3,12,1,18,4,0
HOU,20000611,29,1,4,0,4,5,0
HOU,20000613,40,6,15,1,20,1,0
HOU,20000614,36,8,11,6,30,4,0
HOU,20000615,36,4,10,1,17,6,0
HOU,20000616,35,4,9,1,16,4,0
HOU,20000617,31,4,10,0,13,6,1
HOU,20000618,40,4,6,1,11,7,0
HOU,20000620,41,6,13,2,21,4,1
HOU,20000621,34,6,7,2,15,6,0
HOU,20000622,29,6,7,1,13,5,0
HOU,20000623,35,3,10,1,16,1,1
HOU,20000624,38,4,12,0,13,5,0
HOU,20000625,33,2,8,1,11,6,0
HOU,20000626,31,1,5,1,8,0,0
HOU,20000627,40,11,13,0,17,9,0
HOU,20000628,35,2,8,0,9,2,0
HOU,20000629,29,1,5,0,6,5,0
HOU,20000630,32,4,6,0,6,5,1
HOU,20000701,41,9,15,4,31,2,0
HOU,20000702,37,6,10,4,22,1,0
HOU,20000704,33,4,6,2,14,3,0
HOU,20000705,34,8,10,2,18,8,1
