retroID,Y,team,W,L,G,GS,IP,SO,BAA,ERA
haraa001,2006,CIN,16,11,36,35,703,216,0.26899999999999996,3.76
haraa001,2007,CIN,16,6,34,34,695,218,0.242,3.73
haraa001,2008,CIN,6,17,30,29,553,153,0.284,4.78
haraa001,2009,CIN,6,14,26,26,487,142,0.287,4.21
haraa001,2010,CIN,6,7,22,20,335,82,0.305,5.32
haraa001,2011,SDN,14,7,28,28,512,124,0.26899999999999996,3.64
haraa001,2012,LAN,10,10,31,31,539,131,0.24600000000000002,3.61
haraa001,2013,SEA,5,11,22,22,361,87,0.27399999999999997,5.76
haraa001,2014,ATL,12,12,33,33,613,161,0.273,3.57
haraa001,2015,PHI,6,15,29,29,517,108,0.278,4.86
hermd001,2004,SFN,6,9,47,18,393,102,0.262,4.53
herno001,2004,NYA,8,2,15,15,254,84,0.23,3.3
herno001,2005,CHA,9,9,24,22,385,91,0.275,5.12
herno001,2006,NYN,9,7,20,20,350,112,0.23600000000000002,4.09
herno001,2007,NYN,9,5,27,24,443,128,0.20600000000000002,3.72
kim-s001,2004,WAS,4,6,43,17,407,87,0.275,4.58
lee-c003,2004,CLE,14,8,33,33,537,161,0.268,5.43
lee-c003,2005,CLE,18,5,32,32,606,143,0.251,3.79
lee-c003,2006,CLE,14,11,33,33,602,129,0.278,4.4
lee-c003,2007,CLE,5,8,20,16,292,66,0.284,6.29
lee-c003,2008,CLE,22,3,31,31,670,170,0.253,2.54
lee-c003,2009,CLE,7,9,22,22,456,107,0.278,3.14
lee-c003,2010,SEA,8,3,13,13,311,89,0.231,2.34
lee-c003,2010,TEX,4,6,15,15,326,96,0.248,3.98
lee-c003,2011,PHI,17,8,32,32,698,238,0.22899999999999998,2.4
lee-c003,2012,PHI,6,9,30,30,633,207,0.255,3.16
lee-c003,2013,PHI,14,8,31,31,668,222,0.23199999999999998,2.87
lee-c003,2014,PHI,4,5,13,13,244,72,0.304,3.65
liebj001,2004,NYA,14,8,27,27,530,102,0.301,4.33
liebj001,2005,PHI,17,13,35,35,655,149,0.263,4.2
liebj001,2006,PHI,9,11,27,27,504,100,0.29100000000000004,4.93
lowrn001,2004,SFN,6,0,16,14,276,72,0.259,3.82
lowrn001,2005,SFN,13,13,33,33,614,172,0.249,3.78
lowrn001,2006,SFN,7,10,27,27,478,84,0.273,4.74
lowrn001,2007,SFN,14,8,26,26,468,87,0.265,3.92
marqj001,2004,SLN,15,7,32,32,604,138,0.275,3.71
marqj001,2005,SLN,13,14,33,32,621,100,0.262,4.13
marqj001,2006,SLN,14,16,33,33,583,96,0.289,6.02
marqj001,2007,CHN,12,9,34,33,575,109,0.256,4.6
marqj001,2008,CHN,11,9,29,28,501,91,0.267,4.53
marqj001,2009,COL,15,13,33,33,648,115,0.267,4.04
marqj001,2010,WAS,2,9,13,13,176,31,0.315,6.6
marqj001,2011,WAS,8,5,20,20,362,71,0.28300000000000003,3.95
marqj001,2012,SDN,6,7,15,15,281,79,0.258,4.04
marqj001,2013,SDN,9,5,20,20,353,72,0.257,4.05
millj002,2004,TOR,3,4,19,15,245,47,0.316,6.06
milte001,2004,PHI,14,6,34,34,603,161,0.255,4.75
milte001,2005,CIN,8,15,34,34,559,123,0.302,6.47
milte001,2006,CIN,8,8,26,26,458,90,0.26899999999999996,5.19
mulht001,2004,MIN,5,9,39,15,370,60,0.327,5.18
munrp001,2004,HOU,4,7,21,19,299,63,0.302,5.15
oberw001,2004,MIL,6,8,25,20,354,59,0.29100000000000004,5.8
parkc002,2004,TEX,4,7,16,16,287,63,0.281,5.46
parkc002,2005,TEX,8,5,20,20,329,80,0.299,5.66
parkc002,2006,SDN,7,7,24,21,410,96,0.271,4.81
pattj004,2004,WAS,4,7,19,19,295,99,0.26,5.03
pattj004,2005,WAS,9,7,31,31,595,185,0.233,3.13
rilem001,2004,BAL,3,4,14,13,192,60,0.244,5.63
roben001,2004,DET,12,10,34,32,590,155,0.27399999999999997,4.9
roben001,2005,DET,7,16,32,32,590,122,0.266,4.48
roben001,2006,DET,13,13,32,32,626,137,0.259,3.84
roben001,2007,DET,9,13,30,30,533,119,0.28300000000000003,4.76
roben001,2008,DET,7,11,32,28,506,108,0.315,6.35
roben001,2010,MIA,6,8,19,18,301,61,0.28300000000000003,5.47
santv001,2004,MIL,11,12,31,28,462,115,0.278,4.97
santv001,2005,MIL,4,13,29,24,425,89,0.26899999999999996,4.57
santv001,2006,PIT,5,9,25,19,346,81,0.321,5.7
schos001,2004,CHA,6,9,20,19,338,69,0.29100000000000004,5.59
silvc001,2004,MIN,14,8,33,33,609,76,0.31,4.21
silvc001,2005,MIN,9,8,27,27,565,71,0.29,3.44
silvc001,2006,MIN,11,15,36,31,541,70,0.324,5.94
silvc001,2007,MIN,13,14,33,33,606,89,0.287,4.19
silvc001,2008,SEA,4,15,28,28,460,69,0.331,6.46
silvc001,2010,CHN,10,6,21,21,339,80,0.273,4.22
spars001,2004,ARI,3,7,29,18,362,57,0.287,6.04
towej001,2004,TOR,9,9,21,21,349,51,0.31,5.11
towej001,2005,TOR,13,12,33,33,626,112,0.285,3.71
towej001,2007,TOR,5,10,25,15,321,76,0.297,5.38
voger001,2004,PIT,6,13,31,26,399,92,0.285,6.5
voger001,2011,SFN,13,7,30,28,539,139,0.244,2.71
voger001,2012,SFN,14,9,31,31,569,158,0.242,3.37
voger001,2013,SFN,4,6,19,19,311,67,0.299,5.73
voger001,2014,SFN,8,13,32,32,554,151,0.254,4.0
voger001,2015,SFN,9,11,33,22,405,108,0.265,4.67
voger001,2016,PIT,3,7,24,14,247,61,0.254,4.81
waecd001,2004,TBA,5,7,14,14,211,36,0.252,6.01
waecd001,2005,TBA,5,12,29,25,471,87,0.298,5.62
woodm002,2004,KCA,3,8,17,17,300,54,0.28600000000000003,5.94
wrigj001,2004,COL,2,3,14,14,236,41,0.266,4.12
wrigj001,2005,COL,8,16,34,27,514,101,0.29600000000000004,5.46
wrigj001,2006,SFN,6,10,34,21,468,79,0.282,5.19
wrigj002,2004,ATL,15,8,32,32,559,159,0.242,3.28
wrigj002,2005,NYA,5,5,13,13,191,34,0.313,6.08
wrigj002,2006,NYA,11,7,30,27,421,84,0.28300000000000003,4.49
astae001,2005,HOU,3,6,22,14,243,66,0.301,5.67
backb001,2005,HOU,10,8,26,25,448,97,0.263,4.76
backb001,2008,HOU,9,14,31,31,500,127,0.302,6.05
blanj001,2005,OAK,12,12,33,33,604,116,0.23600000000000002,3.53
blanj001,2006,OAK,16,12,32,31,583,107,0.309,4.82
blanj001,2007,OAK,14,10,34,34,690,140,0.26899999999999996,3.95
blanj001,2008,OAK,5,12,20,20,381,62,0.284,4.96
blanj001,2008,PHI,4,0,13,13,212,49,0.24600000000000002,4.2
blanj001,2009,PHI,12,8,31,31,586,163,0.262,4.05
blanj001,2010,PHI,9,6,29,28,527,134,0.29100000000000004,4.82
blanj001,2012,PHI,8,9,21,20,400,115,0.266,4.59
blanj001,2013,ANA,2,14,28,20,398,108,0.317,6.04
carrd001,2005,KCA,6,8,21,20,344,49,0.289,4.79
chacg001,2005,TOR,13,9,34,34,609,121,0.27399999999999997,3.72
chacg001,2006,TOR,9,4,17,17,262,47,0.266,5.05
chenb001,2005,BAL,13,10,34,32,592,133,0.248,3.83
chenb001,2010,KCA,12,7,33,23,421,98,0.254,4.17
chenb001,2011,KCA,12,8,25,25,465,97,0.258,3.77
chenb001,2012,KCA,11,14,34,34,575,140,0.281,5.07
chenb001,2013,KCA,9,4,34,15,363,78,0.237,3.27
davik002,2005,ATL,7,6,21,14,263,62,0.28,4.93
davik002,2006,ATL,3,7,14,14,190,51,0.332,8.38
davik002,2007,ATL,4,8,17,17,258,59,0.272,5.76
davik002,2008,KCA,9,7,21,21,339,71,0.276,4.06
davik002,2009,KCA,8,9,22,22,369,86,0.265,5.27
davik002,2010,KCA,8,12,32,32,551,126,0.28300000000000003,5.34
davik002,2011,KCA,1,9,13,13,184,50,0.332,6.75
dougs001,2005,DET,5,5,18,16,262,55,0.276,5.56
downs001,2005,TOR,4,3,26,13,282,75,0.253,4.31
dukez001,2005,PIT,8,2,14,14,254,58,0.253,1.81
dukez001,2006,PIT,10,15,34,34,646,117,0.302,4.47
dukez001,2007,PIT,3,8,20,19,322,41,0.359,5.53
dukez001,2008,PIT,5,14,31,31,555,87,0.304,4.82
dukez001,2009,PIT,11,16,32,32,639,106,0.285,4.06
dukez001,2010,PIT,8,15,29,29,477,96,0.321,5.72
franj003,2005,COL,14,12,33,33,551,128,0.311,5.68
franj003,2006,COL,13,11,32,32,597,117,0.25,4.16
franj003,2007,COL,17,9,34,34,646,165,0.278,4.22
franj003,2008,COL,4,10,24,24,431,94,0.28600000000000003,5.01
franj003,2010,COL,4,6,20,19,313,67,0.293,5.0
franj003,2011,KCA,6,16,31,31,549,91,0.301,4.82
franj003,2012,COL,6,7,24,24,339,76,0.316,5.58
halsb001,2005,ARI,8,12,28,26,480,82,0.3,4.61
hennb001,2005,SFN,5,8,21,21,355,64,0.276,4.64
hould001,2005,LAN,6,9,35,19,387,90,0.289,5.16
howej003,2005,KCA,3,5,15,15,218,54,0.264,6.19
hudsl001,2005,CIN,6,9,19,16,254,53,0.268,6.38
hudsl001,2006,KCA,7,6,26,15,306,64,0.276,5.12
kazms001,2005,TBA,10,9,32,32,558,174,0.248,3.77
kazms001,2006,TBA,10,8,24,24,434,163,0.24,3.24
kazms001,2007,TBA,13,9,34,34,620,239,0.251,3.48
kazms001,2008,TBA,12,8,27,27,457,166,0.22,3.49
kazms001,2009,TBA,8,7,20,20,333,91,0.273,5.92
kazms001,2010,ANA,9,15,28,28,450,93,0.271,5.94
kazms001,2013,CLE,10,9,29,29,474,162,0.262,4.04
kazms001,2014,OAK,15,9,32,32,571,164,0.23800000000000002,3.55
kazms001,2015,OAK,5,5,18,18,329,101,0.213,2.38
kazms001,2015,HOU,2,6,13,13,220,54,0.27,4.17
kazms001,2016,LAN,10,6,26,26,409,134,0.253,4.56
kim-b001,2005,COL,5,12,40,22,444,115,0.275,4.86
kim-b001,2006,COL,8,12,27,27,465,129,0.295,5.57
kim-b001,2007,MIA,5,3,14,13,227,68,0.22699999999999998,4.16
mccls002,2005,TBA,7,11,34,17,328,92,0.249,6.59
mccls002,2006,TBA,6,12,39,15,309,59,0.294,6.29
moehb001,2005,MIA,6,12,37,25,475,95,0.313,4.55
moehb001,2006,MIA,7,11,29,21,366,58,0.325,6.57
moehb001,2008,HOU,11,8,31,26,450,82,0.27899999999999997,4.56
moehb001,2009,HOU,8,12,29,29,464,91,0.298,5.47
rodrw002,2005,HOU,10,10,25,22,386,80,0.27399999999999997,5.53
rodrw002,2006,HOU,9,10,30,24,407,98,0.29,5.64
rodrw002,2007,HOU,9,13,31,31,548,158,0.254,4.58
rodrw002,2008,HOU,9,7,25,25,412,131,0.256,3.54
rodrw002,2009,HOU,14,12,33,33,617,193,0.25,3.02
rodrw002,2010,HOU,11,12,32,32,585,178,0.25,3.6
rodrw002,2011,HOU,11,11,30,30,573,166,0.251,3.49
rodrw002,2012,HOU,7,9,21,21,392,89,0.26,3.79
rodrw002,2015,TEX,6,4,17,15,259,72,0.285,4.9
saark001,2005,OAK,10,9,29,27,479,53,0.278,4.17
saark001,2006,OAK,7,7,35,16,364,52,0.308,4.75
sante001,2005,ANA,12,8,23,23,401,99,0.266,4.65
sante001,2006,ANA,16,8,33,33,612,141,0.24100000000000002,4.28
sante001,2007,ANA,7,14,28,26,450,126,0.28800000000000003,5.76
sante001,2008,ANA,16,7,32,32,657,214,0.237,3.49
sante001,2009,ANA,8,8,24,23,419,107,0.28800000000000003,5.03
sante001,2010,ANA,17,10,33,33,668,169,0.259,3.92
sante001,2011,ANA,11,12,33,33,686,178,0.24100000000000002,3.38
sante001,2012,ANA,9,13,30,30,534,133,0.239,5.16
sante001,2013,KCA,9,10,32,32,633,161,0.23800000000000002,3.24
sante001,2014,ATL,14,10,31,31,588,179,0.266,3.95
sante001,2015,MIN,7,5,17,17,324,82,0.253,4.0
sante001,2016,MIN,7,11,30,30,544,149,0.245,3.38
sante001,2017,MIN,16,8,33,33,634,167,0.225,3.28
smolj001,2005,ATL,14,7,33,33,689,169,0.243,3.06
smolj001,2006,ATL,16,9,35,35,696,211,0.251,3.49
smolj001,2007,ATL,14,8,32,32,617,197,0.249,3.11
staut001,2005,SDN,3,6,15,14,243,49,0.28600000000000003,5.33
staut001,2009,SDN,4,7,14,14,219,53,0.259,3.58
staut001,2011,SDN,9,12,31,31,557,128,0.258,3.73
tejer001,2005,PHI,4,3,26,13,257,72,0.218,3.57
tejer001,2006,TEX,5,5,14,14,221,40,0.28800000000000003,4.28
tejer001,2007,TEX,5,9,19,19,286,69,0.29,6.61
vargj001,2005,MIA,5,5,17,13,221,59,0.249,4.03
vargj001,2009,SEA,3,6,23,14,275,54,0.281,4.91
vargj001,2010,SEA,9,12,31,31,578,116,0.251,3.78
vargj001,2011,SEA,10,13,32,32,603,131,0.26,4.25
vargj001,2012,SEA,14,11,33,33,652,141,0.245,3.85
vargj001,2013,ANA,9,8,24,24,450,109,0.276,4.02
vargj001,2014,KCA,11,10,30,30,561,128,0.267,3.71
vargj001,2017,KCA,18,11,32,32,539,134,0.264,4.16
vargj001,2018,NYN,7,9,20,20,276,84,0.276,5.77
vargj001,2019,NYN,6,5,19,18,283,81,0.228,4.01
wangc001,2005,NYA,8,5,18,17,349,47,0.256,4.02
wangc001,2006,NYA,19,6,34,33,654,76,0.27699999999999997,3.63
wangc001,2007,NYA,19,7,30,30,598,104,0.265,3.7
wangc001,2008,NYA,8,2,15,15,285,54,0.249,4.07
willd002,2005,PIT,10,11,25,25,416,88,0.261,4.41
younc003,2005,TEX,12,7,31,31,494,137,0.252,4.26
younc003,2006,SDN,11,5,31,31,538,164,0.20600000000000002,3.46
younc003,2007,SDN,9,8,30,30,519,167,0.192,3.12
younc003,2008,SDN,7,6,18,18,307,93,0.221,3.96
younc003,2009,SDN,4,6,14,14,228,50,0.24600000000000002,5.21
younc003,2012,NYN,4,9,20,20,345,80,0.26899999999999996,4.15
younc003,2014,SEA,12,9,30,29,495,108,0.23399999999999999,3.65
younc003,2015,KCA,11,6,34,18,370,83,0.20199999999999999,3.06
younc003,2016,KCA,3,9,34,13,266,94,0.29100000000000004,6.19
astap001,2006,WAS,5,5,17,17,271,42,0.301,5.98
bakes002,2006,MIN,5,8,16,16,250,62,0.324,6.37
bakes002,2007,MIN,9,9,24,23,431,102,0.287,4.26
bakes002,2008,MIN,11,4,28,28,517,141,0.247,3.45
bakes002,2009,MIN,15,9,33,33,600,162,0.247,4.37
bakes002,2010,MIN,12,9,29,29,511,148,0.27699999999999997,4.49
bakes002,2011,MIN,8,6,23,21,404,123,0.248,3.14
billc001,2006,LAN,7,4,18,16,270,59,0.272,3.8
billc001,2007,LAN,12,5,43,20,441,141,0.24100000000000002,3.31
billc001,2008,LAN,16,10,35,32,602,201,0.248,3.14
billc001,2009,LAN,12,11,33,32,589,179,0.244,4.03
billc001,2010,LAN,12,11,31,31,575,171,0.244,3.57
billc001,2011,LAN,11,11,32,32,564,152,0.264,4.21
billc001,2012,LAN,10,9,25,25,449,128,0.257,3.55
bonsb001,2006,MIN,7,6,18,18,301,84,0.267,4.22
bonsb001,2007,MIN,8,12,31,30,519,136,0.28600000000000003,5.1
bucht001,2006,HOU,6,10,22,19,339,77,0.248,5.89
cainm001,2006,SFN,13,12,32,31,572,179,0.222,4.15
cainm001,2007,SFN,7,16,32,32,600,163,0.235,3.65
cainm001,2008,SFN,8,14,34,34,653,186,0.251,3.76
cainm001,2009,SFN,14,8,33,33,653,171,0.23199999999999998,2.89
cainm001,2010,SFN,13,11,33,33,670,177,0.221,3.14
cainm001,2011,SFN,12,11,33,33,665,179,0.217,2.88
cainm001,2012,SFN,16,5,32,32,658,193,0.222,2.79
cainm001,2013,SFN,8,10,30,30,553,158,0.228,4.0
cainm001,2014,SFN,2,7,15,15,271,70,0.242,4.18
cainm001,2016,SFN,4,8,21,17,268,72,0.299,5.64
cainm001,2017,SFN,3,11,27,23,373,75,0.31,5.43
corct002,2006,TBA,5,9,21,16,271,59,0.271,4.38
cruzj005,2006,ARI,5,6,31,15,284,88,0.23,4.18
gonze002,2006,ARI,3,7,22,18,319,66,0.275,5.67
hamec001,2006,PHI,9,8,23,23,397,145,0.237,4.08
hamec001,2007,PHI,15,5,28,28,550,177,0.237,3.39
hamec001,2008,PHI,14,10,33,33,682,196,0.22699999999999998,3.09
hamec001,2009,PHI,10,11,32,32,581,168,0.273,4.32
hamec001,2010,PHI,12,11,33,33,626,211,0.237,3.06
hamec001,2011,PHI,14,9,32,31,648,194,0.214,2.79
hamec001,2012,PHI,17,6,31,31,646,216,0.237,3.05
hamec001,2013,PHI,8,14,33,33,660,202,0.24600000000000002,3.6
hamec001,2014,PHI,9,9,30,30,614,198,0.235,2.46
hamec001,2015,PHI,6,7,20,20,386,137,0.233,3.64
hamec001,2016,TEX,15,5,32,32,602,200,0.243,3.32
hamec001,2017,TEX,11,6,24,24,444,105,0.228,4.2
hamec001,2018,TEX,5,9,20,20,343,114,0.258,4.72
hamec001,2019,CHN,7,7,27,27,425,143,0.26,3.81
hensc002,2006,SDN,11,12,37,29,561,122,0.25,3.71
hernf002,2006,SEA,12,14,31,31,573,176,0.262,4.52
hernf002,2007,SEA,14,7,30,30,571,165,0.281,3.92
hernf002,2008,SEA,9,11,31,31,602,175,0.261,3.45
hernf002,2009,SEA,19,5,34,34,716,217,0.22699999999999998,2.49
hernf002,2010,SEA,13,12,34,34,749,232,0.212,2.27
hernf002,2011,SEA,14,14,33,33,701,222,0.248,3.47
hernf002,2012,SEA,13,9,33,33,696,223,0.24100000000000002,3.06
hernf002,2013,SEA,12,10,31,31,613,216,0.242,3.04
hernf002,2014,SEA,15,6,34,34,708,248,0.2,2.14
hernf002,2015,SEA,18,9,31,31,605,191,0.24,3.53
hernf002,2016,SEA,11,8,25,25,460,122,0.239,3.82
hernf002,2017,SEA,6,5,16,16,260,78,0.258,4.36
hernf002,2018,SEA,8,14,29,28,467,125,0.262,5.55
hernf002,2019,SEA,1,8,15,15,215,57,0.29100000000000004,6.4
hillr001,2006,CHN,6,7,17,16,298,90,0.22699999999999998,4.17
hillr001,2007,CHN,11,8,32,32,585,183,0.235,3.92
hillr001,2009,BAL,3,3,14,13,173,46,0.29600000000000004,7.8
hillr001,2016,OAK,9,3,14,14,228,90,0.201,2.25
hillr001,2017,LAN,12,8,25,25,407,166,0.203,3.32
hillr001,2018,LAN,11,5,25,24,398,150,0.21899999999999997,3.66
hillr001,2019,LAN,4,1,13,13,176,72,0.223,2.45
jamec002,2006,ATL,11,4,25,18,357,91,0.23199999999999998,3.78
jamec002,2007,ATL,11,10,30,30,484,116,0.265,4.24
jansc001,2006,TOR,6,10,19,17,282,44,0.275,5.07
johnj009,2006,MIA,12,7,31,24,471,133,0.23600000000000002,3.1
johnj009,2008,MIA,7,1,14,14,262,77,0.275,3.61
johnj009,2009,MIA,15,5,33,33,627,191,0.237,3.23
johnj009,2010,MIA,11,6,28,28,551,186,0.22899999999999998,2.3
johnj009,2012,MIA,8,14,31,31,574,165,0.252,3.81
johnj009,2013,TOR,2,8,16,16,244,83,0.305,6.2
koroj001,2006,TEX,7,7,23,23,375,61,0.294,5.69
lestj001,2006,BOS,7,2,15,15,244,60,0.294,4.76
lestj001,2008,BOS,16,6,33,33,631,152,0.256,3.21
lestj001,2009,BOS,15,8,32,32,610,225,0.242,3.41
lestj001,2010,BOS,19,9,32,32,624,225,0.22,3.25
lestj001,2011,BOS,15,9,31,31,575,182,0.23399999999999999,3.47
lestj001,2012,BOS,9,14,33,33,616,166,0.273,4.82
lestj001,2013,BOS,15,8,33,33,640,177,0.253,3.75
lestj001,2014,BOS,10,7,21,21,429,149,0.23800000000000002,2.52
lestj001,2015,CHN,11,12,32,32,615,207,0.24,3.34
lestj001,2016,CHN,19,5,32,32,608,197,0.21100000000000002,2.44
lestj001,2017,CHN,13,8,32,32,542,180,0.259,4.33
lestj001,2018,CHN,18,6,32,32,545,149,0.256,3.32
lestj001,2019,CHN,13,10,31,31,515,165,0.294,4.46
lirif001,2006,MIN,12,3,28,16,363,144,0.205,2.16
lirif001,2008,MIN,6,4,14,14,228,67,0.254,3.91
lirif001,2009,MIN,5,13,29,24,410,122,0.27899999999999997,5.8
lirif001,2010,MIN,14,10,31,31,575,201,0.252,3.62
lirif001,2011,MIN,9,10,26,24,403,112,0.249,5.09
lirif001,2012,MIN,3,10,22,17,300,109,0.239,5.31
lirif001,2013,PIT,16,8,26,26,483,163,0.22399999999999998,3.02
lirif001,2014,PIT,7,10,29,29,487,175,0.218,3.38
lirif001,2015,PIT,12,7,31,31,560,205,0.223,3.38
lirif001,2016,PIT,6,11,21,21,341,116,0.264,5.46
lirif001,2017,TOR,6,5,18,18,248,74,0.28,5.88
lirif001,2018,DET,5,12,27,26,401,110,0.252,4.58
loe-k001,2006,TEX,3,6,15,15,235,34,0.317,5.86
loe-k001,2007,TEX,6,11,28,23,408,78,0.295,5.36
loewa001,2006,BAL,6,6,22,19,337,98,0.259,5.37
madsr001,2006,PHI,11,9,50,17,403,99,0.321,5.69
mahop002,2006,PIT,8,10,30,30,528,117,0.295,4.76
mahop002,2007,PIT,10,15,29,29,533,105,0.295,5.02
mahop002,2008,PIT,9,9,31,31,619,139,0.263,3.71
mahop002,2009,PIT,8,9,31,31,584,119,0.29,4.44
mahop002,2010,PIT,9,15,32,32,556,102,0.303,5.1
mahop002,2011,PIT,6,14,26,26,487,97,0.262,3.66
mahop002,2012,CHN,9,6,21,20,361,81,0.256,3.74
mahop002,2013,ATL,10,11,26,26,459,105,0.28,4.41
mainj001,2006,NYN,6,5,16,15,270,71,0.212,3.6
mainj001,2007,NYN,15,10,32,32,573,180,0.235,3.91
mainj001,2008,NYN,10,8,25,25,420,122,0.23399999999999999,4.18
mainj001,2009,NYN,7,6,15,15,244,55,0.22399999999999998,4.43
marcs001,2006,TOR,3,4,21,14,235,65,0.27899999999999997,5.06
marcs001,2007,TOR,12,6,38,25,477,122,0.249,4.13
marcs001,2008,TOR,9,7,25,25,454,123,0.222,3.39
marcs001,2010,TOR,13,8,31,31,586,165,0.242,3.64
marcs001,2011,MIL,13,7,33,33,602,158,0.23199999999999998,3.54
marcs001,2012,MIL,7,4,21,21,372,109,0.245,3.7
marmc001,2006,CHN,5,7,19,13,231,59,0.25,6.08
marss002,2006,CHN,6,9,24,24,377,77,0.27,5.59
marss002,2007,CHN,7,8,21,19,310,67,0.267,3.92
minez001,2006,DET,7,6,27,16,279,59,0.276,4.84
minez001,2008,DET,8,5,45,13,354,62,0.262,4.27
nolar001,2006,MIA,11,11,35,22,420,99,0.28600000000000003,4.82
nolar001,2008,MIA,15,8,34,32,637,186,0.239,3.52
nolar001,2009,MIA,13,9,31,31,555,195,0.259,5.06
nolar001,2010,MIA,14,9,26,26,473,147,0.273,4.51
nolar001,2011,MIA,10,12,33,33,618,148,0.295,4.67
nolar001,2012,MIA,12,13,31,31,573,125,0.285,4.48
nolar001,2013,MIA,5,8,18,18,337,90,0.261,3.85
nolar001,2013,LAN,8,3,16,15,261,75,0.247,3.52
nolar001,2014,MIN,6,12,27,27,477,115,0.316,5.38
nolar001,2016,MIN,4,8,21,21,374,93,0.287,5.13
nolar001,2017,ANA,6,15,33,33,543,143,0.28600000000000003,4.92
oconm001,2006,WAS,3,8,21,20,315,59,0.244,4.8
olses001,2006,MIA,12,10,31,31,542,166,0.239,4.04
olses001,2007,MIA,10,15,33,33,530,133,0.315,5.81
olses001,2008,MIA,8,11,33,33,605,113,0.253,4.2
olses001,2010,WAS,4,8,17,15,243,53,0.289,5.56
ramie002,2006,CIN,4,9,21,19,312,69,0.293,5.37
reyea002,2006,SLN,5,8,17,17,256,72,0.262,5.06
reyea002,2007,SLN,2,14,22,20,322,74,0.261,6.04
rheij001,2006,TEX,4,6,21,13,212,28,0.349,5.86
sanca004,2006,MIA,10,3,18,17,343,72,0.217,2.83
sanca004,2009,MIA,4,8,16,16,258,71,0.253,3.87
sanca004,2010,MIA,13,12,32,32,585,157,0.257,3.55
sanca004,2011,MIA,8,9,32,32,589,202,0.25,3.67
sanca004,2012,MIA,5,7,19,19,363,110,0.259,3.94
sanca004,2013,DET,14,8,29,29,546,202,0.22899999999999998,2.57
sanca004,2014,DET,8,5,22,21,378,102,0.228,3.43
sanca004,2015,DET,10,10,25,25,471,138,0.252,4.99
sanca004,2016,DET,7,13,35,26,460,135,0.285,5.87
sanca004,2017,DET,3,7,28,17,316,104,0.313,6.41
sanca004,2018,ATL,7,6,25,24,410,135,0.213,2.83
sanca004,2019,WAS,11,8,30,30,498,134,0.23600000000000002,3.85
saunj001,2006,ANA,7,3,13,13,212,51,0.264,4.71
saunj001,2007,ANA,8,5,18,18,322,69,0.298,4.44
saunj001,2008,ANA,17,7,31,31,594,103,0.253,3.41
saunj001,2009,ANA,16,7,31,31,558,101,0.27899999999999997,4.6
saunj001,2010,ANA,6,10,20,20,362,64,0.29,4.62
saunj001,2010,ARI,3,7,13,13,248,50,0.293,4.25
saunj001,2011,ARI,12,13,33,33,636,108,0.266,3.69
saunj001,2012,ARI,6,10,21,21,390,89,0.28,4.22
saunj001,2013,SEA,11,16,32,32,549,107,0.311,5.26
shiej002,2006,TBA,6,8,21,21,374,104,0.28800000000000003,4.84
shiej002,2007,TBA,12,8,31,31,645,184,0.247,3.85
shiej002,2008,TBA,14,8,33,33,645,160,0.254,3.56
shiej002,2009,TBA,11,12,33,33,659,167,0.275,4.14
shiej002,2010,TBA,13,15,34,33,610,187,0.294,5.18
shiej002,2011,TBA,16,12,33,33,748,225,0.217,2.82
shiej002,2012,TBA,15,10,33,33,683,223,0.239,3.52
shiej002,2013,KCA,13,9,34,34,686,196,0.251,3.15
shiej002,2014,KCA,14,8,34,34,681,180,0.256,3.21
shiej002,2015,SDN,13,7,33,33,607,216,0.248,3.91
shiej002,2016,CHA,4,12,22,22,343,78,0.29600000000000004,6.77
shiej002,2017,CHA,5,7,21,21,351,103,0.253,5.23
shiej002,2018,CHA,7,16,34,33,614,154,0.245,4.53
sneli001,2006,PIT,14,11,32,32,558,169,0.27699999999999997,4.74
sneli001,2007,PIT,9,12,32,32,624,177,0.264,3.76
sneli001,2008,PIT,7,12,31,31,493,135,0.304,5.42
sneli001,2009,PIT,2,8,15,15,242,52,0.282,5.36
sowej001,2006,CLE,7,4,14,14,265,35,0.252,3.57
sowej001,2007,CLE,1,6,13,13,202,24,0.308,6.42
sowej001,2008,CLE,4,9,22,22,363,64,0.29100000000000004,5.58
sowej001,2009,CLE,6,11,23,22,370,51,0.281,5.25
thomm004,2006,SDN,4,5,19,16,276,35,0.285,4.99
verlj001,2006,DET,17,9,30,30,558,124,0.266,3.63
verlj001,2007,DET,18,6,32,32,605,183,0.233,3.66
verlj001,2008,DET,11,17,33,33,603,163,0.254,4.84
verlj001,2009,DET,19,9,35,35,720,269,0.243,3.45
verlj001,2010,DET,18,9,33,33,673,219,0.228,3.37
verlj001,2011,DET,24,5,34,34,753,250,0.192,2.4
verlj001,2012,DET,17,8,33,33,715,239,0.217,2.64
verlj001,2013,DET,13,12,34,34,655,217,0.253,3.46
verlj001,2014,DET,15,12,32,32,618,159,0.275,4.54
verlj001,2015,DET,5,8,20,20,400,113,0.22899999999999998,3.38
verlj001,2016,DET,16,9,34,34,683,254,0.207,3.04
verlj001,2017,DET,10,8,28,28,516,176,0.23399999999999999,3.82
verlj001,2018,HOU,16,9,34,34,642,290,0.2,2.52
verlj001,2019,HOU,21,6,34,34,669,300,0.172,2.58
weavj003,2006,ANA,11,2,19,19,369,105,0.209,2.56
