retroID,Y,team,W,L,G,GS,IP,SO,BAA,ERA
mazzv001,2010,OAK,6,8,24,18,367,79,0.267,4.27
mockg001,2009,WAS,3,10,28,15,274,72,0.308,5.62
niemj001,2009,TBA,13,6,31,30,542,125,0.266,3.94
niemj001,2010,TBA,12,8,30,29,523,131,0.242,4.39
niemj001,2011,TBA,11,7,23,23,406,105,0.25,4.06
ohler001,2009,PIT,11,10,29,29,530,109,0.255,3.92
ohler001,2010,PIT,1,11,21,21,325,79,0.26,4.07
palmm001,2009,ANA,11,2,40,13,364,69,0.24,3.93
paulf001,2009,HOU,3,11,23,17,293,93,0.317,6.27
paulf001,2010,HOU,1,9,19,14,275,83,0.27,5.11
paulf001,2011,KCA,4,6,21,20,374,119,0.265,4.11
petiy001,2009,ARI,3,10,23,17,269,74,0.276,5.82
porcr001,2009,DET,14,9,31,31,512,89,0.267,3.96
porcr001,2010,DET,10,12,27,27,488,84,0.28800000000000003,4.92
porcr001,2011,DET,14,9,31,31,546,104,0.292,4.75
porcr001,2012,DET,10,12,31,31,529,107,0.31,4.59
porcr001,2013,DET,13,8,32,29,531,142,0.27,4.32
porcr001,2014,DET,15,13,32,31,614,129,0.268,3.43
porcr001,2015,BOS,9,15,28,28,516,149,0.287,4.92
porcr001,2016,BOS,22,4,33,33,669,189,0.23,3.15
porcr001,2017,BOS,11,17,33,33,610,181,0.28600000000000003,4.65
porcr001,2018,BOS,17,7,33,33,574,190,0.24100000000000002,4.28
porcr001,2019,BOS,14,12,32,32,523,143,0.278,5.52
pricd001,2009,TBA,10,7,23,23,385,102,0.24100000000000002,4.42
pricd001,2010,TBA,19,6,32,31,626,188,0.221,2.72
pricd001,2011,TBA,12,13,34,34,673,218,0.23,3.49
pricd001,2012,TBA,20,5,31,31,633,205,0.226,2.56
pricd001,2013,TBA,10,8,27,27,560,151,0.252,3.33
pricd001,2014,TBA,11,8,23,23,512,189,0.23800000000000002,3.11
pricd001,2015,DET,9,4,21,21,438,138,0.24100000000000002,2.53
pricd001,2016,BOS,17,9,35,35,690,228,0.258,3.99
pricd001,2018,BOS,16,7,30,30,528,177,0.23,3.58
pricd001,2019,BOS,7,5,22,22,322,128,0.258,4.28
richc002,2009,CHA,4,3,26,14,267,66,0.276,4.65
richc002,2010,SDN,14,9,33,33,605,153,0.267,3.75
richc002,2011,SDN,5,9,18,18,299,53,0.272,3.88
richc002,2012,SDN,14,14,33,33,656,107,0.267,3.99
richc002,2017,SDN,8,15,32,32,592,151,0.308,4.79
richc002,2018,SDN,7,11,27,27,476,108,0.263,5.33
richs001,2009,TOR,8,11,27,24,416,117,0.268,5.52
romer002,2009,TOR,13,9,29,29,534,141,0.284,4.3
romer002,2010,TOR,14,9,32,32,630,174,0.242,3.73
romer002,2011,TOR,15,11,32,32,675,178,0.21600000000000003,2.92
romer002,2012,TOR,9,14,32,32,543,124,0.282,5.77
rowlr002,2009,SEA,5,4,15,15,289,52,0.239,3.74
rowlr002,2010,SEA,1,10,27,20,328,49,0.314,6.75
schem001,2009,ARI,9,11,30,30,511,174,0.253,4.12
schem001,2010,DET,12,11,31,31,587,184,0.244,3.5
schem001,2011,DET,15,9,33,33,585,174,0.272,4.43
schem001,2012,DET,16,7,32,32,563,231,0.25,3.74
schem001,2013,DET,21,3,32,32,643,240,0.198,2.9
schem001,2014,DET,18,5,33,33,661,252,0.23800000000000002,3.15
schem001,2015,WAS,14,12,33,33,686,276,0.20800000000000002,2.79
schem001,2016,WAS,20,7,34,34,685,284,0.19899999999999998,2.96
schem001,2017,WAS,16,6,31,31,602,268,0.17800000000000002,2.51
schem001,2018,WAS,18,7,33,33,662,300,0.188,2.53
schem001,2019,WAS,11,7,27,27,517,243,0.222,2.92
stamc001,2009,WAS,4,7,19,19,317,48,0.271,5.11
stamc001,2010,WAS,4,4,35,19,384,85,0.297,5.13
tallb001,2009,TOR,7,9,37,25,482,120,0.268,5.32
wellr001,2009,CHN,12,10,27,27,496,104,0.261,3.05
wellr001,2010,CHN,8,14,32,32,583,144,0.273,4.26
wellr001,2011,CHN,7,6,23,23,406,82,0.26899999999999996,4.99
wests001,2009,MIA,8,6,20,20,310,70,0.28,4.79
zimmj003,2009,WAS,3,5,16,16,274,92,0.271,4.63
zimmj003,2011,WAS,8,11,26,26,484,124,0.251,3.18
zimmj003,2012,WAS,12,8,32,32,587,153,0.251,2.94
zimmj003,2013,WAS,19,9,32,32,640,161,0.239,3.25
zimmj003,2014,WAS,14,5,32,32,599,182,0.244,2.66
zimmj003,2015,WAS,13,10,33,33,605,164,0.264,3.66
zimmj003,2016,DET,9,7,19,18,316,66,0.284,4.87
zimmj003,2017,DET,8,13,29,29,480,103,0.313,6.08
zimmj003,2018,DET,7,8,25,25,394,111,0.26899999999999996,4.52
zimmj003,2019,DET,1,13,23,23,336,82,0.311,6.91
arrij001,2010,BAL,6,6,18,18,301,52,0.271,4.66
arrij001,2011,BAL,10,8,22,22,358,93,0.253,5.05
arrij001,2012,BAL,3,9,24,18,344,109,0.272,6.2
arrij001,2014,CHN,10,5,25,25,470,167,0.203,2.53
arrij001,2015,CHN,22,6,33,33,687,236,0.185,1.77
arrij001,2016,CHN,18,8,31,31,592,190,0.19399999999999998,3.1
arrij001,2017,CHN,14,10,30,30,505,163,0.235,3.53
arrij001,2018,PHI,10,11,31,31,518,138,0.254,3.96
arrij001,2019,PHI,8,8,24,24,407,110,0.28300000000000003,4.64
atill001,2010,WAS,6,7,16,16,257,40,0.282,5.15
bumgm001,2010,SFN,7,6,18,18,333,86,0.272,3.0
bumgm001,2011,SFN,13,13,33,33,614,191,0.26,3.21
bumgm001,2012,SFN,16,11,32,32,625,191,0.23399999999999999,3.37
bumgm001,2013,SFN,13,9,31,31,604,199,0.203,2.77
bumgm001,2014,SFN,18,10,33,33,652,219,0.24,2.98
bumgm001,2015,SFN,18,9,32,32,655,234,0.222,2.93
bumgm001,2016,SFN,15,9,34,34,680,251,0.213,2.74
bumgm001,2017,SFN,4,9,17,17,333,101,0.23800000000000002,3.32
bumgm001,2018,SFN,6,7,21,21,389,109,0.23800000000000002,3.26
bumgm001,2019,SFN,9,9,34,34,623,203,0.245,3.9
chacj001,2010,COL,9,11,28,21,412,138,0.22699999999999998,3.28
chacj001,2011,COL,11,14,31,31,582,150,0.231,3.62
chacj001,2012,COL,3,5,14,14,207,45,0.28800000000000003,4.43
chacj001,2013,COL,14,10,31,31,592,126,0.253,3.47
chacj001,2016,ANA,5,6,29,17,352,92,0.272,4.68
chacj001,2017,SDN,13,10,32,32,541,153,0.235,3.89
chacj001,2018,MIL,15,8,35,35,578,156,0.22,3.5
chacj001,2019,MIL,3,10,19,19,266,80,0.282,5.79
daviw001,2010,TBA,12,10,29,29,504,113,0.255,4.07
daviw001,2011,TBA,11,10,29,29,552,105,0.267,4.45
daviw001,2013,KCA,8,11,31,24,406,114,0.307,5.32
duenb001,2010,MIN,10,3,53,13,392,78,0.247,2.62
duenb001,2011,MIN,9,14,32,28,485,115,0.299,5.23
ely-j001,2010,LAN,4,10,18,18,300,76,0.276,5.49
enrib001,2010,ARI,6,7,17,17,297,49,0.261,3.91
fistd001,2010,SEA,6,14,28,28,513,93,0.27699999999999997,4.11
fistd001,2011,SEA,3,12,21,21,438,89,0.252,3.33
fistd001,2012,DET,10,10,26,26,485,137,0.249,3.45
fistd001,2013,DET,14,9,33,32,626,159,0.281,3.67
fistd001,2014,WAS,16,6,25,25,492,98,0.24600000000000002,2.41
fistd001,2015,WAS,5,7,25,15,309,63,0.295,4.19
fistd001,2016,HOU,12,13,32,32,541,115,0.276,4.64
fistd001,2017,BOS,5,9,18,15,271,83,0.254,4.88
frenl001,2010,SEA,5,7,16,13,263,37,0.262,4.83
garcj004,2010,SLN,13,8,28,28,490,132,0.243,2.7
garcj004,2011,SLN,13,7,32,32,584,156,0.273,3.56
garcj004,2012,SLN,7,7,20,20,365,98,0.289,3.92
garcj004,2015,SLN,10,6,20,20,389,97,0.225,2.43
garcj004,2016,SLN,10,13,32,30,515,150,0.268,4.67
garcj004,2017,ATL,4,7,18,18,339,85,0.252,4.3
garcj004,2018,TOR,3,6,25,13,223,69,0.261,5.93
kenni001,2010,ARI,9,10,32,32,582,168,0.228,3.8
kenni001,2011,ARI,21,4,33,33,666,198,0.22699999999999998,2.88
kenni001,2012,ARI,15,12,33,33,625,187,0.266,4.02
kenni001,2013,ARI,3,8,21,21,372,108,0.268,5.23
kenni001,2014,SDN,13,13,33,33,603,207,0.25,3.63
kenni001,2015,SDN,9,15,30,30,505,174,0.258,4.28
kenni001,2016,KCA,11,11,33,33,587,184,0.23600000000000002,3.68
kenni001,2017,KCA,5,13,30,30,462,131,0.24600000000000002,5.38
kenni001,2018,KCA,3,9,22,22,359,105,0.265,4.66
latom001,2010,SDN,14,10,31,31,554,189,0.217,2.92
latom001,2011,SDN,9,14,31,31,583,185,0.233,3.47
latom001,2012,CIN,14,4,33,33,628,185,0.23,3.48
latom001,2013,CIN,14,7,32,32,632,187,0.247,3.16
latom001,2014,CIN,5,5,16,16,307,74,0.24,3.25
latom001,2015,MIA,4,7,16,16,265,79,0.251,4.48
leakm001,2010,CIN,8,4,24,22,415,91,0.292,4.23
leakm001,2011,CIN,12,9,29,26,503,118,0.25,3.86
leakm001,2012,CIN,8,9,30,30,537,116,0.287,4.58
leakm001,2013,CIN,14,7,31,31,577,122,0.263,3.37
leakm001,2014,CIN,11,13,33,33,643,164,0.263,3.7
leakm001,2015,CIN,9,5,21,21,410,90,0.24,3.56
leakm001,2016,SLN,9,12,30,30,530,125,0.28800000000000003,4.69
leakm001,2017,SLN,7,12,26,26,462,103,0.282,4.21
leakm001,2018,SEA,10,10,31,31,557,119,0.28,4.36
leakm001,2019,SEA,9,8,22,22,411,100,0.278,4.27
leblw001,2010,SDN,8,12,26,25,438,110,0.27899999999999997,4.25
leblw001,2011,SDN,5,6,14,14,239,51,0.276,4.63
leblw001,2018,SEA,9,5,32,27,486,130,0.24600000000000002,3.72
mastj001,2010,CLE,6,13,34,29,540,140,0.278,4.7
mastj001,2011,CLE,12,10,34,33,648,158,0.257,3.21
mastj001,2012,CLE,11,15,34,34,619,159,0.26899999999999996,4.93
mastj001,2013,CLE,14,10,32,29,579,195,0.222,3.45
mastj001,2014,CLE,4,6,19,19,294,93,0.27899999999999997,5.51
matub001,2010,BAL,10,12,32,32,527,143,0.255,4.3
matub001,2012,BAL,6,10,34,16,294,81,0.284,4.87
medlk001,2010,ATL,6,2,31,14,323,83,0.267,3.68
medlk001,2013,ATL,15,12,32,31,591,157,0.258,3.11
monac001,2010,LAN,3,5,32,13,265,52,0.28,4.38
morrb001,2010,TOR,10,7,26,26,439,178,0.248,4.49
morrb001,2011,TOR,11,11,30,30,538,203,0.237,4.72
morrb001,2012,TOR,10,7,21,21,374,108,0.214,2.96
narvc001,2010,MIL,12,9,37,28,503,137,0.266,4.99
narvc001,2011,MIL,11,8,30,28,485,126,0.257,4.45
niesj001,2010,NYN,9,10,30,30,521,148,0.28,4.2
niesj001,2011,NYN,11,11,27,26,472,138,0.284,4.4
niesj001,2012,NYN,13,9,30,30,571,155,0.24100000000000002,3.4
niesj001,2013,NYN,8,8,24,24,429,105,0.281,3.71
niesj001,2014,NYN,9,11,30,30,563,138,0.268,3.4
niesj001,2015,NYN,9,10,33,29,530,113,0.28,4.13
niesj001,2016,PIT,8,6,23,18,330,76,0.297,4.91
norrb001,2010,HOU,9,10,27,27,461,158,0.256,4.92
norrb001,2011,HOU,6,11,31,31,558,176,0.25,3.77
norrb001,2012,HOU,7,13,29,29,505,165,0.254,4.65
norrb001,2013,HOU,6,9,21,21,378,90,0.27699999999999997,3.93
norrb001,2014,BAL,15,8,28,28,496,139,0.242,3.65
osuls001,2010,KCA,3,6,14,13,212,37,0.28800000000000003,6.11
osuls001,2015,PHI,1,6,13,13,213,35,0.322,6.08
pauld001,2010,SEA,4,9,19,15,272,51,0.254,4.07
talbm001,2010,CLE,10,13,28,28,478,88,0.276,4.41
wilsc004,2010,TEX,15,8,33,33,612,170,0.217,3.35
wilsc004,2011,TEX,16,7,34,34,670,206,0.23199999999999998,2.94
wilsc004,2012,ANA,13,10,34,34,607,173,0.239,3.83
wilsc004,2013,ANA,17,7,33,33,637,188,0.24600000000000002,3.39
wilsc004,2014,ANA,13,10,31,31,527,151,0.258,4.51
wilsc004,2015,ANA,8,8,21,21,396,110,0.24,3.89
woodt004,2010,CIN,5,4,17,17,308,86,0.222,3.51
woodt004,2011,CIN,6,6,22,18,318,76,0.293,4.84
woodt004,2012,CHN,6,13,26,26,468,119,0.23199999999999998,4.27
woodt004,2013,CHN,9,12,32,32,600,144,0.222,3.11
woodt004,2014,CHN,8,13,31,31,521,146,0.27699999999999997,5.03
beacb001,2011,ATL,7,3,25,25,425,169,0.23600000000000002,3.68
beacb001,2012,ATL,5,5,13,13,243,68,0.171,2.0
beavb001,2011,SEA,5,6,15,15,291,42,0.278,4.27
beavb001,2012,SEA,11,11,26,26,457,67,0.281,4.43
britz001,2011,BAL,11,11,28,28,463,97,0.276,4.61
carrc003,2011,CLE,8,9,21,21,374,85,0.27,4.62
carrc003,2014,CLE,8,7,40,14,402,140,0.209,2.55
carrc003,2015,CLE,14,12,30,30,551,216,0.228,3.63
carrc003,2016,CLE,11,8,25,25,439,150,0.24,3.32
carrc003,2017,CLE,18,6,32,32,600,226,0.235,3.29
carrc003,2018,CLE,17,10,32,30,576,231,0.23800000000000002,3.38
chatt001,2011,ANA,6,11,27,25,426,74,0.303,4.75
chatt001,2013,COL,8,5,20,20,334,66,0.278,3.15
chatt001,2016,COL,12,9,27,27,474,117,0.25,3.87
chatt001,2017,COL,8,15,33,25,443,120,0.25,4.69
chatt001,2018,CHN,4,6,24,20,311,85,0.245,5.3
cokep001,2011,DET,3,9,48,14,326,69,0.27899999999999997,4.47
colec001,2011,CHN,3,9,19,17,253,75,0.3,6.4
collj001,2011,ARI,10,10,31,24,463,100,0.237,3.38
collj001,2014,ARI,11,9,33,28,538,115,0.24600000000000002,3.46
drabk001,2011,TOR,4,5,18,14,236,51,0.289,6.06
drabk001,2012,TOR,4,7,13,13,214,47,0.25,4.67
duffd001,2011,KCA,4,8,20,20,316,87,0.287,5.64
duffd001,2014,KCA,9,12,31,25,448,113,0.209,2.53
duffd001,2015,KCA,7,8,30,24,410,102,0.264,4.08
duffd001,2016,KCA,12,3,42,26,539,188,0.24100000000000002,3.51
duffd001,2017,KCA,9,10,24,24,439,130,0.257,3.81
duffd001,2018,KCA,8,12,28,28,465,141,0.264,4.88
duffd001,2019,KCA,7,6,23,23,392,115,0.251,4.34
gee-d001,2011,NYN,13,6,30,27,482,114,0.248,4.43
gee-d001,2012,NYN,6,7,17,17,329,97,0.256,4.1
gee-d001,2013,NYN,12,11,32,32,597,142,0.268,3.62
gee-d001,2014,NYN,7,8,22,22,412,94,0.25,4.0
gee-d001,2016,KCA,8,9,33,14,375,89,0.29100000000000004,4.68
hellj001,2011,TBA,13,10,29,29,567,117,0.21,2.95
hellj001,2012,TBA,10,11,31,31,531,124,0.244,3.1
hellj001,2013,TBA,12,10,32,31,522,135,0.27399999999999997,5.17
hellj001,2014,TBA,1,5,13,13,191,54,0.276,4.52
hellj001,2015,ARI,9,12,27,27,438,121,0.264,4.62
hellj001,2016,PHI,12,10,32,32,567,154,0.243,3.71
hellj001,2017,PHI,6,5,20,20,337,65,0.261,4.73
hellj001,2018,WAS,5,3,19,19,274,65,0.23,3.45
hudsd001,2011,ARI,16,12,33,33,666,169,0.255,3.49
humbp001,2011,CHA,9,9,28,26,489,116,0.243,3.75
humbp001,2012,CHA,5,5,26,16,306,85,0.276,6.44
luebc001,2011,SDN,6,10,46,17,419,154,0.209,3.29
lylej001,2011,HOU,2,8,20,15,282,67,0.285,5.36
lylej001,2012,HOU,5,12,25,25,424,99,0.27899999999999997,5.09
lylej001,2013,HOU,7,9,27,25,425,93,0.285,5.59
lylej001,2014,COL,7,4,22,22,380,90,0.262,4.33
lylej001,2019,PIT,5,7,17,17,247,90,0.271,5.36
mcclk001,2011,SLN,12,7,43,17,425,76,0.26,4.19
mcdoj004,2011,PIT,9,9,31,31,513,142,0.268,4.21
mcdoj004,2012,PIT,12,8,30,29,513,151,0.233,4.21
minom001,2011,ATL,5,3,15,15,248,77,0.285,4.14
minom001,2012,ATL,11,10,30,30,538,145,0.23199999999999998,4.12
minom001,2013,ATL,13,9,32,32,614,181,0.23199999999999998,3.21
minom001,2014,ATL,6,12,25,25,436,120,0.285,4.77
minom001,2018,TEX,12,8,28,28,471,132,0.235,4.18
minom001,2019,TEX,14,10,32,32,625,200,0.244,3.59
moscg001,2011,OAK,8,10,23,21,384,74,0.212,3.38
mosed001,2011,SDN,3,10,20,20,360,64,0.255,3.3
nicaj001,2011,COL,4,4,13,13,215,58,0.262,4.14
nicaj001,2013,COL,9,9,31,31,473,119,0.268,5.14
nicaj001,2014,COL,6,6,33,14,281,63,0.289,5.38
novai001,2011,NYA,16,4,28,27,496,98,0.258,3.7
novai001,2012,NYA,12,8,28,28,511,153,0.28800000000000003,5.02
novai001,2013,NYA,9,6,23,20,418,116,0.258,3.1
novai001,2015,NYA,6,11,17,17,282,63,0.26899999999999996,5.07
novai001,2016,NYA,7,6,21,15,292,75,0.276,4.9
novai001,2017,PIT,11,14,31,31,561,131,0.27699999999999997,4.14
novai001,2018,PIT,9,9,29,29,483,114,0.268,4.19
novai001,2019,CHA,11,12,34,34,561,114,0.303,4.72
ogana001,2011,TEX,13,8,31,29,507,126,0.23399999999999999,3.51
ogana001,2013,TEX,7,4,23,18,313,72,0.231,3.11
pinem001,2011,SEA,9,10,28,28,513,173,0.21100000000000002,3.74
pinem001,2014,NYA,5,5,13,13,229,59,0.2,1.89
pinem001,2015,NYA,12,10,27,27,482,156,0.278,4.37
pinem001,2016,NYA,6,12,32,32,527,207,0.266,4.82
pinem001,2017,NYA,8,4,17,17,289,92,0.26899999999999996,4.39
pinem001,2019,MIN,11,5,26,26,438,140,0.253,4.01
rogee002,2011,COL,6,6,18,13,249,63,0.32,7.05
rogee002,2013,TOR,5,9,44,20,413,96,0.27899999999999997,4.77
simoa001,2011,BAL,4,9,23,16,347,83,0.284,4.9
simoa001,2014,CIN,15,10,32,32,589,127,0.245,3.44
simoa001,2015,DET,13,12,31,31,561,117,0.276,5.05
tillc001,2011,BAL,3,5,13,13,186,46,0.301,5.52
tillc001,2012,BAL,9,3,15,15,258,66,0.207,2.93
tillc001,2013,BAL,16,7,33,33,619,179,0.24100000000000002,3.71
tillc001,2014,BAL,13,6,34,34,622,150,0.23800000000000002,3.34
tillc001,2015,BAL,11,11,31,31,519,120,0.267,4.99
tillc001,2016,BAL,16,6,30,30,516,140,0.244,3.77
tillc001,2017,BAL,1,7,24,19,279,63,0.324,7.84
tomlj001,2011,CLE,12,7,26,26,496,89,0.248,4.25
tomlj001,2012,CLE,5,8,21,16,310,56,0.301,6.36
tomlj001,2014,CLE,6,9,25,16,312,94,0.281,4.76
tomlj001,2016,CLE,13,9,30,29,522,118,0.26899999999999996,4.4
tomlj001,2017,CLE,10,9,26,26,423,109,0.294,4.98
villc001,2011,TOR,6,4,33,13,321,68,0.251,4.04
villc001,2012,TOR,7,7,38,16,376,122,0.242,4.16
villc001,2013,CHN,7,8,47,15,386,103,0.248,4.06
worlv001,2011,PHI,11,3,25,21,395,119,0.237,3.01
worlv001,2012,PHI,6,9,23,23,399,107,0.29600000000000004,4.2
worlv001,2014,PIT,8,4,18,17,332,79,0.265,2.85
alvah001,2012,TOR,9,14,31,31,562,79,0.29,4.85
alvah001,2013,MIA,5,6,17,17,308,57,0.237,3.59
alvah001,2014,MIA,12,7,30,30,561,111,0.275,2.65
bassa001,2012,SDN,2,8,24,15,291,80,0.243,4.73
blact001,2012,OAK,6,4,24,15,308,69,0.23800000000000002,3.86
chenw001,2012,BAL,12,11,32,32,578,154,0.25,4.02
chenw001,2013,BAL,7,7,23,23,411,104,0.272,4.07
chenw001,2014,BAL,16,6,31,31,557,136,0.266,3.54
chenw001,2015,BAL,11,8,31,31,574,153,0.262,3.34
chenw001,2016,MIA,5,5,22,22,370,100,0.276,4.96
chenw001,2018,MIA,6,12,26,26,400,111,0.256,4.79
cobba001,2012,TBA,11,9,23,23,409,106,0.254,4.03
cobba001,2013,TBA,11,3,22,22,430,134,0.228,2.76
cobba001,2014,TBA,10,9,27,27,499,149,0.231,2.87
cobba001,2017,TBA,12,10,29,29,538,128,0.254,3.66
cobba001,2018,BAL,5,15,28,28,457,102,0.284,4.9
corbp001,2012,ARI,6,8,22,17,321,86,0.28,4.54
corbp001,2013,ARI,14,8,32,32,625,178,0.24,3.41
corbp001,2015,ARI,6,5,16,16,255,78,0.272,3.6
corbp001,2016,ARI,5,13,36,24,467,131,0.28600000000000003,5.15
corbp001,2017,ARI,14,13,33,32,569,178,0.276,4.03
corbp001,2018,ARI,11,7,33,33,600,246,0.218,3.15
corbp001,2019,WAS,14,7,33,33,606,238,0.22699999999999998,3.25
darvy001,2012,TEX,16,9,29,29,574,221,0.22,3.9
darvy001,2013,TEX,13,9,32,32,629,277,0.19399999999999998,2.83
darvy001,2014,TEX,10,7,22,22,433,182,0.24100000000000002,3.06
darvy001,2016,TEX,7,5,17,17,301,132,0.214,3.41
darvy001,2017,TEX,6,9,22,22,411,148,0.225,4.01
darvy001,2019,CHN,6,8,31,31,536,229,0.213,3.98
dedus001,2012,MIN,6,5,15,15,237,57,0.24100000000000002,4.44
dedus001,2013,MIN,8,8,18,18,324,67,0.259,3.83
delgr001,2012,ATL,4,9,18,17,278,76,0.256,4.37
delgr001,2013,ARI,5,7,20,19,349,79,0.264,4.26
devrc001,2012,MIN,5,5,17,16,263,58,0.252,4.11
diams001,2012,MIN,12,9,27,27,519,90,0.27399999999999997,3.54
diams001,2013,MIN,6,13,24,24,393,52,0.306,5.43
doubf001,2012,BOS,11,10,29,29,483,167,0.259,4.86
doubf001,2013,BOS,11,6,29,27,487,139,0.261,4.32
estrm001,2012,MIL,5,7,29,23,415,143,0.247,3.64
estrm001,2013,MIL,7,4,21,21,384,118,0.22899999999999998,3.87
estrm001,2014,MIL,7,6,39,18,452,127,0.24100000000000002,4.36
estrm001,2015,TOR,13,8,34,28,543,131,0.203,3.13
estrm001,2016,TOR,9,9,29,29,528,165,0.203,3.48
estrm001,2017,TOR,10,9,33,33,558,176,0.256,4.98
estrm001,2018,TOR,7,14,28,28,431,103,0.27399999999999997,5.64
fierm001,2012,MIL,9,10,23,22,383,135,0.254,3.74
fierm001,2015,MIL,5,9,21,21,354,121,0.259,3.89
fierm001,2016,HOU,11,8,31,30,506,134,0.28,4.48
fierm001,2017,HOU,8,10,29,28,460,146,0.266,5.22
fierm001,2018,DET,7,6,21,21,357,87,0.258,3.48
fierm001,2019,OAK,15,4,33,33,554,126,0.243,3.9
friec001,2012,COL,5,8,16,16,254,74,0.303,6.17
friec001,2016,SDN,5,12,24,23,388,100,0.259,4.8
gomej002,2012,CLE,5,8,20,17,272,47,0.273,5.96
gonzm003,2012,BAL,9,4,18,15,316,77,0.235,3.25
gonzm003,2013,BAL,11,8,30,28,514,120,0.243,3.78
gonzm003,2014,BAL,10,9,27,26,477,111,0.255,3.23
gonzm003,2015,BAL,9,12,26,26,434,109,0.27,4.91
gonzm003,2016,CHA,5,8,24,23,405,95,0.254,3.73
gonzm003,2017,CHA,7,10,22,22,401,85,0.273,4.31
grifa002,2012,OAK,7,1,15,15,247,64,0.23600000000000002,3.06
grifa002,2013,OAK,14,10,32,32,600,171,0.226,3.83
grifa002,2016,TEX,7,4,23,23,357,107,0.256,5.07
grifa002,2017,TEX,6,6,18,15,232,61,0.253,5.94
harrl002,2012,HOU,11,11,32,32,581,140,0.253,3.76
harrl002,2013,HOU,6,17,36,22,461,89,0.289,5.86
hefnj001,2012,NYN,4,7,26,13,281,62,0.287,5.09
hefnj001,2013,NYN,4,8,24,23,392,99,0.26,4.34
hendl001,2012,MIN,1,8,16,16,256,50,0.305,5.59
iwakh001,2012,SEA,9,5,30,16,376,101,0.248,3.16
iwakh001,2013,SEA,14,6,33,33,659,185,0.22,2.66
iwakh001,2014,SEA,15,9,28,28,537,154,0.244,3.52
iwakh001,2015,SEA,9,5,20,20,389,111,0.24,3.54
iwakh001,2016,SEA,16,12,33,33,597,147,0.282,4.12
kellj001,2012,SLN,5,7,24,16,321,75,0.271,3.53
kellj001,2013,SLN,10,5,37,15,372,79,0.259,2.69
kellj001,2015,BOS,10,6,25,25,403,110,0.276,4.82
keucd001,2012,HOU,3,8,16,16,256,38,0.28600000000000003,5.27
keucd001,2013,HOU,6,10,31,22,461,123,0.297,5.15
keucd001,2014,HOU,12,9,29,29,600,146,0.252,2.93
keucd001,2015,HOU,20,8,33,33,696,216,0.217,2.48
keucd001,2016,HOU,9,12,26,26,504,144,0.259,4.55
keucd001,2017,HOU,14,5,23,23,437,125,0.218,2.9
keucd001,2018,HOU,12,11,34,34,614,153,0.263,3.74
keucd001,2019,ATL,8,8,19,19,338,91,0.265,3.75
lynnl001,2012,SLN,18,7,35,29,528,180,0.253,3.78
lynnl001,2013,SLN,15,10,33,33,605,198,0.252,3.97
lynnl001,2014,SLN,15,10,33,33,611,181,0.23800000000000002,2.74
lynnl001,2015,SLN,12,11,31,31,526,167,0.258,3.03
lynnl001,2017,SLN,11,8,33,33,559,153,0.223,3.43
lynnl001,2018,MIN,7,8,20,20,307,100,0.263,5.1
lynnl001,2019,TEX,16,11,33,33,625,246,0.243,3.67
mcalz001,2012,CLE,6,8,22,22,376,110,0.268,4.24
mcalz001,2013,CLE,9,9,24,24,403,101,0.257,3.75
mcalz001,2014,CLE,4,7,22,15,258,74,0.28,5.23
mendl001,2012,KCA,8,10,30,25,498,104,0.278,4.23
mendl001,2013,KCA,2,6,22,15,282,54,0.289,5.36
milew001,2012,ARI,16,11,32,29,584,144,0.255,3.33
milew001,2013,ARI,10,10,33,33,608,147,0.261,3.55
milew001,2014,ARI,8,12,33,33,604,183,0.26899999999999996,4.34
milew001,2015,BOS,11,11,32,32,581,147,0.265,4.46
milew001,2016,SEA,7,8,19,19,336,82,0.27399999999999997,4.98
milew001,2017,BAL,8,15,32,32,472,142,0.287,5.61
milew001,2018,MIL,5,2,16,16,242,50,0.237,2.57
milew001,2019,HOU,14,6,33,33,502,140,0.254,3.98
milot001,2012,OAK,13,10,31,31,570,137,0.278,3.74
milot001,2013,OAK,12,9,28,26,469,126,0.258,4.14
milot001,2014,OAK,6,3,16,16,289,61,0.245,3.55
milot001,2015,MIN,9,5,24,23,386,91,0.26,3.92
moorm003,2012,TBA,11,11,31,31,532,175,0.23800000000000002,3.81
moorm003,2013,TBA,17,4,27,27,451,143,0.21600000000000003,3.29
moorm003,2016,TBA,7,7,21,21,390,109,0.251,4.08
moorm003,2017,SFN,6,15,32,31,523,148,0.28300000000000003,5.52
noesh001,2012,SEA,2,12,22,18,320,68,0.266,5.82
noesh001,2014,CHA,8,11,28,27,498,117,0.264,4.39
parkj001,2012,OAK,13,8,29,29,544,140,0.248,3.47
parkj001,2013,OAK,12,8,32,32,591,134,0.242,3.97
pomed001,2012,COL,2,9,22,22,290,83,0.261,4.93
pomed001,2016,SDN,8,7,17,17,306,115,0.184,2.47
pomed001,2016,BOS,3,5,14,13,206,71,0.262,4.59
pomed001,2017,BOS,17,6,32,32,521,174,0.252,3.32
pomed001,2019,SFN,2,9,21,17,233,92,0.285,5.68
quinj001,2012,CHA,6,6,25,22,409,81,0.275,3.76
quinj001,2013,CHA,9,7,33,33,600,164,0.247,3.51
quinj001,2014,CHA,9,11,32,32,601,178,0.257,3.32
quinj001,2015,CHA,9,10,32,32,619,177,0.272,3.36
